protein,cluster
MGYP000575021005,1594
MGYP002752166980,1595
MGYP006098824847,1596
MGYP001151967089,1597
MGYP006286774881,1598
MGYP000828647910,1599
MGYP000487095526,1599
MGYP005764351329,487
MGYP002678391598,487
MGYP000639846149,487
MGYP002425820859,487
MGYP005876111237,487
MGYP002783044479,487
MGYP001379787764,487
MGYP004570684685,487
MGYP003268192724,487
MGYP002545633099,487
MGYP004511303891,487
MGYP001693297091,487
MGYP002654662202,1600
MGYP003376521802,1601
MGYP006222937331,1602
MGYP003581075980,1603
MGYP001358256073,1604
MGYP003350498811,1605
MGYP001298067950,1485
MGYP002571832944,1485
MGYP003343512319,1606
MGYP004529738381,1607
MGYP000091317590,1607
MGYP000514978777,1607
MGYP005044599965,1351
MGYP001618105382,1351
MGYP000099739438,1351
MGYP001224941286,1608
MGYP002681148168,1609
MGYP001968926062,1610
MGYP000812384860,396
MGYP000555935679,396
MGYP002713808638,396
MGYP001360462047,1611
MGYP001942050738,1612
MGYP002757932502,1612
MGYP000081397984,1613
MGYP003775603185,1614
MGYP002706747699,269
MGYP003291779187,269
MGYP002588768591,269
MGYP001453636597,269
MGYP000129780232,269
MGYP001474334160,269
MGYP000795566773,269
MGYP000146026623,269
MGYP003307048550,269
MGYP006342360583,269
MGYP001173560867,269
MGYP000642644949,269
MGYP005745308943,269
MGYP003145455891,269
MGYP005630638913,269
MGYP000815635123,1615
MGYP003108180207,1615
MGYP001196130833,1615
MGYP001306224276,1615
MGYP001222370281,1615
MGYP000995636681,1616
MGYP003993894441,1617
MGYP003840777423,1426
MGYP002734729725,1618
MGYP003979385371,1619
MGYP002193337726,1620
MGYP003346717221,1621
MGYP003130881548,1622
MGYP000029442848,1623
MGYP000409333264,1624
MGYP001187409756,1624
MGYP006213981789,1625
MGYP002046499594,1626
MGYP001263043332,1626
MGYP000874573722,86
MGYP003207826572,90
MGYP000339442795,1627
MGYP003082978136,1628
MGYP003195078287,1137
MGYP002344263135,310
MGYP000802629567,310
MGYP001240364633,1629
MGYP001385762436,1630
MGYP001201316297,1631
MGYP003659352621,1632
MGYP000089996739,1633
MGYP005999693249,1634
MGYP001118251714,1635
MGYP000184891212,1635
MGYP001323613419,1636
MGYP001816027798,1637
MGYP001397135236,1638
MGYP003588946482,1639
MGYP003099538099,1640
MGYP000955294159,1641
MGYP000768800309,1642
MGYP001460649792,428
MGYP000629986998,428
MGYP001199881185,428
MGYP001153942880,1643
MGYP002041139042,1643
MGYP003305962233,859
MGYP001739114898,859
MGYP006165251999,1644
MGYP002637592968,1645
MGYP000533136041,1646
MGYP000100339669,1647
MGYP000203235765,1648
MGYP003357715381,1649
MGYP001393986062,1650
MGYP001456700654,419
MGYP000948992953,1651
MGYP002393549104,1652
MGYP002572170187,1653
MGYP002614990616,1654
MGYP006074393733,1655
MGYP001148199446,1655
MGYP003101028378,1656
MGYP001171683346,238
MGYP001941440186,238
MGYP003956678543,238
MGYP005942192321,238
MGYP001226935635,1657
MGYP003293833957,1658
MGYP002755145611,1658
MGYP000465812227,1658
MGYP001159715526,1244
MGYP006453070519,1659
MGYP000947588146,1660
MGYP003151129412,1661
MGYP003150408285,1661
MGYP001087703196,1273
MGYP000507089420,1662
MGYP003292683776,1663
MGYP001850955957,1664
MGYP000376498757,1665
MGYP000953012345,1666
MGYP003419510467,1667
MGYP003115963088,1668
MGYP003702066501,1668
MGYP005993054755,1669
MGYP003142031775,1669
MGYP003110170998,1670
MGYP005987421999,1670
MGYP002698069488,1670
MGYP000853914125,1671
MGYP003344312136,1672
MGYP001095820362,1673
MGYP006219843295,1674
MGYP000064081427,1675
MGYP002516573477,1676
MGYP000991173631,1676
MGYP001075277499,1676
MGYP001594947315,1384
MGYP004491569229,1560
MGYP003253626253,1560
MGYP000963832240,1677
MGYP003468978486,1678
MGYP005677671521,1679
MGYP005658527359,1679
MGYP001169848902,1680
MGYP002763000501,1680
MGYP003266704148,1680
MGYP003243475381,1680
MGYP000330792507,1681
MGYP000420940132,1682
MGYP006224151775,1683
MGYP000389102441,1684
MGYP000417542823,1685
MGYP003229355085,1686
MGYP001527882985,1687
MGYP000233599117,1688
MGYP006324463781,1689
MGYP001255917867,1690
MGYP000886539414,670
MGYP001753216938,1691
MGYP001359223503,1692
MGYP001345618668,1693
MGYP000366528010,398
MGYP006232431979,1694
MGYP001245932850,198
MGYP001563443641,1695
MGYP000419616078,1696
MGYP001812014131,1697
MGYP003574424033,1697
MGYP001326714205,1698
MGYP001320070593,1679
MGYP001237746110,1699
MGYP001542443402,1676
MGYP000752653972,1676
MGYP003573589324,1676
MGYP001289423017,1700
MGYP000952048189,1701
MGYP001310041332,1702
MGYP000260976689,1703
MGYP001766112037,1704
MGYP002724814577,1705
MGYP000995512773,1706
MGYP000965848203,1707
MGYP000747626099,857
MGYP003466279391,1708
MGYP001739169222,1709
MGYP002555075277,1710
MGYP000996390208,1711
MGYP000528567886,1712
MGYP000670244012,1713
MGYP001116499348,1713
MGYP001798447629,1714
MGYP000019893258,1715
MGYP001533455291,1716
MGYP000760055804,1717
MGYP000324932105,1718
MGYP005821184067,1719
MGYP000935778425,1720
MGYP000841198297,1721
MGYP003487514756,1722
MGYP001333737462,1723
MGYP001073329804,1724
MGYP004460972667,1724
MGYP000951759548,1724
MGYP000837302695,1724
MGYP001182173298,1725
MGYP003534620909,1726
MGYP000717080945,1727
MGYP003525001965,1728
MGYP003392342972,1728
MGYP003021813834,1729
MGYP002596866649,1729
MGYP005695837331,1730
MGYP003161710747,1731
MGYP000250110488,1732
MGYP001552592663,1733
MGYP003508908190,1733
MGYP000540445530,1378
MGYP001738978155,1734
MGYP001459138098,1735
MGYP000668639715,1736
MGYP003343844826,1737
MGYP005757381761,1560
MGYP001192840873,1738
MGYP001425945518,1137
MGYP000198412906,1137
MGYP000793163239,1137
MGYP002573055870,1739
MGYP001350787947,1740
MGYP001392885366,1740
MGYP001231373027,1741
MGYP001035665491,1741
MGYP001098940068,1741
MGYP001216546157,1741
MGYP001413257584,1741
MGYP001292000483,1741
MGYP001294805277,1741
MGYP001480663269,1741
MGYP006166789427,1741
MGYP001328830439,1742
MGYP002651259575,1742
MGYP002713013326,1742
MGYP001447645227,1743
MGYP000799658132,1744
MGYP003502346038,1745
MGYP006050200879,1745
MGYP001623913315,1745
MGYP001372223060,1746
MGYP001129144058,1747
MGYP000107779724,591
MGYP006416206297,591
MGYP000536925769,591
MGYP000080144096,1748
MGYP000091487390,1748
MGYP001781649022,1748
MGYP001525656373,1749
MGYP001194371208,1750
MGYP002764061205,1751
MGYP000161045438,1751
MGYP003956749421,1752
MGYP000506983650,1752
MGYP003344410437,1753
MGYP003322801404,1754
MGYP001432211859,1755
MGYP003916625009,90
MGYP001601468029,1756
MGYP005642433859,12
MGYP001058463955,12
MGYP000900760839,12
MGYP000033242474,12
MGYP001661770968,12
MGYP001532868002,12
MGYP000267942812,1757
MGYP001230155799,1758
MGYP000345771416,1759
MGYP000445686762,1759
MGYP002711861001,1760
MGYP000497818975,1761
MGYP002571651011,1762
MGYP001287615680,1763
MGYP001159424019,1764
MGYP001080173485,174
MGYP005876235451,174
MGYP005764599423,174
MGYP003414123699,127
MGYP003379510473,127
MGYP001345698223,1765
MGYP001231400900,1766
MGYP000053013239,1767
MGYP000316921402,1768
MGYP000822927400,1768
MGYP000276866129,1769
MGYP002578425087,1770
MGYP003281650655,1770
MGYP003506706290,1770
MGYP000914247624,1770
MGYP000986092096,1770
MGYP000720045751,1770
MGYP003252024716,1770
MGYP005647894821,1771
MGYP000535745933,1772
MGYP001826836439,1773
MGYP002675877277,1774
MGYP000223428811,1775
MGYP005819972667,1776
MGYP003320681252,1777
MGYP000600766604,1777
MGYP003556620553,1186
MGYP001633656152,1778
MGYP000404608521,1778
MGYP001060132717,1779
MGYP000094772758,1779
MGYP002785405630,1780
MGYP005715119617,1781
MGYP000465488802,1781
MGYP006203091887,1782
MGYP000913213778,1782
MGYP001350118681,1783
MGYP004542685323,1784
MGYP003191902713,1785
MGYP001164994215,1786
MGYP001825089010,1787
MGYP000955846138,1787
MGYP001327800651,1788
MGYP002835808681,1789
MGYP004732193533,1782
MGYP003947147489,1782
MGYP002717795159,1782
MGYP000987816816,779
MGYP000440064892,779
MGYP000825357692,779
MGYP001312412823,779
MGYP003507966695,779
MGYP001359663644,225
MGYP006050473137,225
MGYP000893315581,225
MGYP003620739356,225
MGYP000869883627,225
MGYP002633119134,225
MGYP000843454079,225
MGYP004457466159,225
MGYP000075012662,1790
MGYP003133656406,1791
MGYP001418361185,1791
MGYP000997100239,1791
MGYP001228910268,1791
MGYP000046607743,1791
MGYP001428061882,1792
MGYP001381811910,1793
MGYP003608715709,1794
MGYP003536016657,1795
MGYP001439281347,1796
MGYP000570661747,1797
MGYP006148824739,1798
MGYP006367324439,1351
MGYP003578597898,1799
MGYP001610518732,1799
MGYP001168429203,1800
MGYP003474898624,1800
MGYP002727386259,1801
MGYP003108261762,1801
MGYP002749950919,1802
MGYP001443616553,1803
MGYP002644333571,1804
MGYP000991246195,1805
MGYP003000425956,1806
MGYP000798324088,1806
MGYP001352126182,1807
MGYP001459428056,1807
MGYP000477384773,1807
MGYP000240934365,824
MGYP006372718259,612
MGYP001301567181,1808
MGYP003578653605,1809
MGYP006111516817,1810
MGYP003340896837,1810
MGYP002893942365,1811
MGYP001277917169,1812
MGYP006311618787,1813
MGYP001815569043,1814
MGYP001509804134,1815
MGYP006334555321,1815
MGYP001417377538,1816
MGYP001585449416,1817
MGYP002557305358,1818
MGYP003734316685,1818
MGYP000559529442,1818
MGYP001511110823,1819
MGYP003463541775,1820
MGYP001807844644,1821
MGYP003316238754,1822
MGYP001355486653,1823
MGYP002237560707,1824
MGYP003503417340,1825
MGYP000998632258,1826
MGYP003442672179,1351
MGYP001385741666,1351
MGYP001548744891,1800
MGYP003739747697,1800
MGYP000589831533,1800
MGYP000966903259,1800
MGYP003440059338,1800
MGYP004543422367,463
MGYP004494932435,463
MGYP002700751419,1827
MGYP001100905265,1828
MGYP001294988930,1829
MGYP003230834575,1830
MGYP001791345326,1831
MGYP006063319069,1832
MGYP000224433724,1833
MGYP002753514025,1834
MGYP002787869889,1835
MGYP002750874484,1836
MGYP000681864046,1837
MGYP002652403072,1838
MGYP003375868583,1839
MGYP001492926721,1840
MGYP000783210643,1841
MGYP000932384873,740
MGYP001446008014,1842
MGYP002649935338,1843
MGYP006358731857,1844
MGYP002515077654,1043
MGYP003074349398,1845
MGYP000814546679,1846
MGYP000657936327,1847
MGYP001988843197,1848
MGYP002152282508,1849
MGYP000673967234,718
MGYP001201175795,718
MGYP000644685081,718
MGYP000706726041,718
MGYP002801518775,1298
MGYP001513500797,1298
MGYP005925600093,1297
MGYP000914449395,1850
MGYP003393016605,1851
MGYP004541577659,1852
MGYP000918497892,1853
MGYP000957130655,1854
MGYP002065597431,1855
MGYP000807821738,1856
MGYP003477382846,1857
MGYP001073242756,1858
MGYP000205693655,1859
MGYP003243884471,1860
MGYP000914977240,1861
MGYP000700719158,1861
MGYP004702944073,1862
MGYP001087839774,84
MGYP000967052546,84
MGYP001054091371,84
MGYP000559138294,1863
MGYP000870029355,181
MGYP006118430681,1864
MGYP000771384992,1865
MGYP000016309085,1866
MGYP000979346346,1867
MGYP001516464103,1868
MGYP001478845683,1869
MGYP000785674083,174
MGYP002676242071,174
MGYP001309402142,174
MGYP006193682631,1870
MGYP001553758016,1871
MGYP000346917704,1872
MGYP001806504350,1873
MGYP001499714179,1874
MGYP001016976713,149
MGYP000563041180,1875
MGYP000566057182,1875
MGYP000865830874,1875
MGYP001017070727,1875
MGYP000477312481,1875
MGYP002754959670,1875
MGYP002638248608,1876
MGYP002352835322,1877
MGYP004689541021,1878
MGYP000424519013,1878
MGYP000855676421,1878
MGYP000397721529,1879
MGYP002604278318,1878
MGYP003093126325,1878
MGYP003085701068,1878
MGYP000068122956,1880
MGYP003176987684,1881
MGYP005830773149,1881
MGYP003533491472,1882
MGYP001288855897,1883
MGYP000987909413,1883
MGYP000594740676,1884
MGYP001174737395,1885
MGYP005896350479,1886
MGYP003329859978,1887
MGYP005735647645,1887
MGYP006188191065,1887
MGYP003621630470,1888
MGYP006162846299,1888
MGYP003621050628,1888
MGYP001765769806,1889
MGYP005984234069,800
MGYP000555609018,800
MGYP005699283381,1890
MGYP003461233807,1891
MGYP006153512795,1892
MGYP001336005846,1893
MGYP000400247758,373
MGYP000628021617,1894
MGYP004593604023,1895
MGYP001392701202,1896
MGYP001188921941,1897
MGYP000962204151,1898
MGYP002608633620,1449
MGYP001090700341,1899
MGYP000248487112,1900
MGYP000766930140,1901
MGYP000811910869,1901
MGYP003593086151,1901
MGYP001633610060,1901
MGYP000655215828,1902
MGYP001087646811,1902
MGYP000944220517,1903
MGYP006080223573,1903
MGYP001131365433,1903
MGYP000776066871,1904
MGYP000757649468,1904
MGYP003210267318,1905
MGYP003517684141,1906
MGYP004559815453,1907
MGYP002717245615,1908
MGYP002530570599,1909
MGYP001532047604,1910
MGYP001420694821,1911
MGYP002766792898,1912
MGYP001594506095,1912
MGYP003539368868,1913
MGYP001360558478,1914
MGYP001121056556,1914
MGYP006216462393,1914
MGYP006234856329,1914
MGYP001187921975,1915
MGYP006117040855,1915
MGYP000490304490,1915
MGYP001210120488,1915
MGYP001078437246,1915
MGYP001977128700,511
MGYP002037921008,511
MGYP001252391544,511
MGYP002755116585,484
MGYP001763001483,484
MGYP002565941189,1916
MGYP003503177375,367
MGYP000404168364,367
MGYP000711009220,1917
MGYP000736043248,1917
MGYP002604405217,1917
MGYP001487095153,1918
MGYP003482711920,1919
MGYP000863516088,1920
MGYP001749642292,1921
MGYP001464902608,1922
MGYP001041090908,1922
MGYP002511857374,1922
MGYP000895782056,1922
MGYP000542457697,1922
MGYP003507309161,1922
MGYP001170504661,1922
MGYP005916213391,1543
MGYP006392535571,1923
MGYP001094529013,1924
MGYP000951288083,1925
MGYP002738875993,1926
MGYP001402332570,1901
MGYP001246863173,1927
MGYP001241585826,1928
MGYP000447272525,1929
MGYP006188785119,1930
MGYP002716709156,1931
MGYP002316743070,1732
MGYP003210178654,1932
MGYP003447046159,1933
MGYP003593950219,1934
MGYP006359554611,1935
MGYP003500151795,953
MGYP000306133145,953
MGYP002626579598,1936
MGYP001625353396,1936
MGYP001530303793,1936
MGYP002518792650,1936
MGYP003280585795,1937
MGYP001146450645,1938
MGYP002520901952,1939
MGYP000814547933,1940
MGYP000769605584,1940
MGYP005715422165,1518
MGYP006363189005,1518
MGYP004545170975,1518
MGYP006164342349,1518
MGYP000210866433,1518
MGYP000295327542,1518
MGYP000972165289,1518
MGYP001230840758,314
MGYP001942152009,314
MGYP000189655996,1941
MGYP001824544788,1942
MGYP001086475210,1943
MGYP000097703886,1944
MGYP003486147138,1945
MGYP001092124783,1946
MGYP001150993493,1947
MGYP000996812500,1948
MGYP000955227334,1948
MGYP004717634597,1949
MGYP003560217462,1950
MGYP000511916665,1951
MGYP001820944282,1952
MGYP001403767735,1953
MGYP000320314859,1878
MGYP001601344201,1954
MGYP000578698366,1878
MGYP005717272565,1955
MGYP001792702849,1956
MGYP000775536680,1957
MGYP002616095871,1957
MGYP003692695147,1958
MGYP006157800543,1959
MGYP006135875793,1960
MGYP002756762988,1961
MGYP004462158015,1962
MGYP003073428497,1963
MGYP004492545795,1964
MGYP000438952785,1965
MGYP001596367150,1966
MGYP003371376523,1967
MGYP005955166195,1968
MGYP002039111060,1969
MGYP001286326589,1970
MGYP003373949111,1971
MGYP001089763359,463
MGYP005761626543,463
MGYP002717948961,463
MGYP003377719455,1972
MGYP005792265809,1973
MGYP003334783811,1974
MGYP006270874931,1975
MGYP006165142123,1976
MGYP001191042459,1976
MGYP000859816912,1977
MGYP000536197522,1978
MGYP002614320477,1979
MGYP000836486129,1980
MGYP000557259430,1981
MGYP005781153675,366
MGYP000723163516,366
MGYP002728480265,1982
MGYP005653846651,1983
MGYP000567653664,1231
MGYP000327099305,1231
MGYP001260761507,1984
MGYP005734014889,1985
MGYP001400699945,1985
MGYP000258862132,1986
MGYP001497015324,1987
MGYP000674876594,1456
MGYP001102391306,1456
MGYP001478280791,1456
MGYP001542222181,1988
MGYP000441124799,1989
MGYP000788507839,12
MGYP003329806922,12
MGYP000152916500,12
MGYP004512360561,12
MGYP002721370290,1991
MGYP001509127061,444
MGYP000339904785,444
MGYP002711512901,1992
MGYP003577651388,1993
MGYP006441132019,1993
MGYP002642646927,1994
MGYP001128988376,1994
MGYP000765781232,1994
MGYP006304867095,1995
MGYP001138732266,1995
MGYP001427896195,1995
MGYP001817320488,805
MGYP001380172783,805
MGYP005780638451,805
MGYP003269401981,805
MGYP001509757328,1996
MGYP001116662720,1997
MGYP001002022958,1998
MGYP000846828454,1999
MGYP000066835952,2000
MGYP001055309805,269
MGYP000669955449,269
MGYP002726920623,269
MGYP001549391284,269
MGYP006170796735,269
MGYP001174477290,269
MGYP006205388521,2001
MGYP002814624641,1213
MGYP000954954607,1213
MGYP002631422652,2002
MGYP001030461088,1213
MGYP000867252514,2003
MGYP000588721255,2003
MGYP002517459353,2004
MGYP003538520291,2004
MGYP000892874808,2005
MGYP006298481081,2005
MGYP000970467972,2006
MGYP003173699357,2007
MGYP001104944421,2008
MGYP000175377309,2009
MGYP000579049302,2009
MGYP002762243446,2009
MGYP002329824910,2009
MGYP002417823155,2009
MGYP002792714219,2009
MGYP002569536377,2009
MGYP000295463298,2009
MGYP001154980465,2010
MGYP002660352181,2011
MGYP004678389035,2012
MGYP005623130379,2013
MGYP001282321426,2014
MGYP000137881567,2015
MGYP006372637307,2015
MGYP003477637368,2015
MGYP002662320773,2015
MGYP006200690037,2015
MGYP001229718720,2015
MGYP006081415191,2015
MGYP006292164791,2015
MGYP003608661825,2016
MGYP001616556722,779
MGYP001618846120,779
MGYP003438865253,2017
MGYP003591021545,2018
MGYP000332934457,2019
MGYP003170344226,2020
MGYP000027840790,2020
MGYP002636929300,2021
MGYP001289354965,2022
MGYP001556234516,2022
MGYP003410737215,340
MGYP000513398923,2023
MGYP001768882952,779
MGYP001090521613,2024
MGYP001717086371,2025
MGYP005945950633,2025
MGYP002764251996,1543
MGYP003682963857,2026
MGYP003652235864,2027
MGYP002480782690,1875
MGYP002518962648,192
MGYP006258323393,2028
MGYP001090252320,1346
MGYP000652554349,2029
MGYP005851047575,2030
MGYP001454175687,2030
MGYP003191632306,380
MGYP005826272153,380
MGYP001231995171,2031
MGYP005707433525,2031
MGYP002751656844,2015
MGYP001487568136,113
MGYP000914266504,2032
MGYP004530397127,2033
MGYP000301035742,2034
MGYP006121332303,2035
MGYP000844968532,483
MGYP002745040670,483
MGYP000872002167,2036
MGYP000681679947,184
MGYP002740819366,2037
MGYP001565066661,2038
MGYP001196017295,2039
MGYP001191060984,2040
MGYP000013972000,2041
MGYP001970135670,2042
MGYP001455920591,2043
MGYP002704680323,2043
MGYP002747352543,2043
MGYP001065268293,2044
MGYP001548405583,133
MGYP002829524945,133
MGYP001317041712,1
MGYP001171702472,1
MGYP003950656417,2045
MGYP001486091838,2046
MGYP000809345005,2047
MGYP003211529823,2048
MGYP002714111901,2049
MGYP003608364309,2050
MGYP000799642575,2051
MGYP002727792859,694
MGYP000661164377,2052
MGYP003268384337,2052
MGYP000522129360,2052
MGYP003243421467,2053
MGYP003420788460,1106
MGYP000706057236,1106
MGYP001149659361,1106
MGYP003046908007,1106
MGYP001605726915,2054
MGYP000787576384,2054
MGYP000815855349,2054
MGYP001052294710,2054
MGYP001450215926,2055
MGYP006141244419,2056
MGYP000020564479,2057
MGYP003281527625,2058
MGYP000801030418,2058
MGYP005868088101,2059
MGYP005919899889,2060
MGYP001754928466,2060
MGYP001207324837,2061
MGYP002551575648,2062
MGYP003907536253,2063
MGYP003347642241,2064
MGYP004498606491,364
MGYP003936066535,805
MGYP000961472109,805
MGYP001452468849,805
MGYP000911677581,2065
MGYP002539831843,2066
MGYP004725093699,2067
MGYP006097894231,2068
MGYP006176038051,2069
MGYP001469444407,2070
MGYP002777245386,2071
MGYP001191387087,2071
MGYP003451542328,2071
MGYP005619154437,2071
MGYP003382869218,2072
MGYP005936312663,404
MGYP002563088883,404
MGYP000634844231,2073
MGYP001591874834,2074
MGYP005675070439,2075
MGYP001828068644,2076
MGYP001626348538,2077
MGYP000948580205,2077
MGYP000788612500,2077
MGYP002724811849,2078
MGYP001122068701,2079
MGYP002764083920,2080
MGYP003284642432,395
MGYP000739341218,395
MGYP002762422121,71
MGYP002508524067,2081
MGYP002866044632,2082
MGYP003768737545,2082
MGYP005757266459,2083
