protein,biome,cluster
MGYP003574424033,unknown,1259
MGYP000374811920,unknown,582
MGYP000782603575,unknown,582
MGYP002591039979,unknown,582
MGYP001813513404,unknown,1260
MGYP000824516928,unknown,713
MGYP004449735021,unknown,713
MGYP005880730803,unknown,713
MGYP003005938100,unknown,713
MGYP000684967040,unknown,713
MGYP000484358242,unknown,713
MGYP000918421041,unknown,1261
MGYP000465814169,unknown,1262
MGYP001771184787,unknown,1262
MGYP002775506085,unknown,1263
MGYP004745369625,unknown,1264
MGYP001995699183,unknown,1265
MGYP003320036706,unknown,1266
MGYP006360660723,unknown,112
MGYP000314551705,unknown,112
MGYP004539327431,unknown,407
MGYP003388209141,unknown,1267
MGYP003451542328,unknown,1268
MGYP005619154437,unknown,1268
MGYP001191387087,unknown,1268
MGYP000599733929,unknown,1269
MGYP002777245386,unknown,1268
MGYP000074936676,unknown,1270
MGYP001358338840,unknown,1271
MGYP003575695108,unknown,1272
MGYP001586256711,unknown,1272
MGYP001098262844,unknown,1273
MGYP000138641250,unknown,1274
MGYP001224050108,unknown,1275
MGYP002522346554,unknown,423
MGYP003947975253,unknown,1277
MGYP001145574848,unknown,1278
MGYP002553869966,unknown,217
MGYP003559382236,unknown,1279
MGYP001362601969,unknown,1280
MGYP000559529442,unknown,1281
MGYP003734316685,unknown,1281
MGYP002557305358,unknown,1281
MGYP003414170405,unknown,397
MGYP000957852538,unknown,397
MGYP003532329095,unknown,1282
MGYP006050473137,unknown,324
MGYP001359663644,unknown,324
MGYP000893315581,unknown,324
MGYP003620739356,unknown,324
MGYP000869883627,unknown,324
MGYP000843454079,unknown,324
MGYP004457466159,unknown,324
MGYP000884413973,unknown,324
MGYP003943675989,unknown,1283
MGYP000970547925,unknown,1284
MGYP001375075025,unknown,1284
MGYP000570413896,unknown,1285
MGYP003343284573,unknown,1286
MGYP001248548490,unknown,1287
MGYP001743248652,unknown,1288
MGYP000812442746,unknown,1289
MGYP002677575708,unknown,1289
MGYP000876577116,unknown,1271
MGYP002237682679,root:Host-associated:Human:Digestive system:Large intestine:Fecal,603
MGYP000476796631,unknown,603
MGYP001089939610,unknown,603
MGYP003315071942,unknown,603
MGYP003956678543,unknown,603
MGYP003137647119,unknown,1290
MGYP003022291371,unknown,1291
MGYP000474221503,unknown,636
MGYP001434832217,unknown,636
MGYP002864061939,unknown,1292
MGYP000538059341,unknown,1293
MGYP000844147613,unknown,1293
MGYP002997835163,unknown,1294
MGYP000641902491,unknown,1295
MGYP001054068172,unknown,1296
MGYP000785466769,unknown,1297
MGYP003491623723,unknown,1298
MGYP001120814928,unknown,1299
MGYP001614765728,unknown,1300
MGYP000050931335,unknown,1301
MGYP001835654669,unknown,821
MGYP000840965583,unknown,1302
MGYP002718058551,unknown,1303
MGYP002737936470,unknown,1304
MGYP000846720053,unknown,1253
MGYP000637241523,unknown,1253
MGYP000932679625,unknown,1253
MGYP000864083158,unknown,1253
MGYP001678439558,unknown,1253
MGYP004465823491,unknown,1253
MGYP001149659361,unknown,17
MGYP000086077255,unknown,1305
MGYP002941567659,unknown,1306
MGYP003097692895,unknown,1307
MGYP003101854819,unknown,1240
MGYP001820789453,unknown,1308
MGYP001827222552,unknown,1309
MGYP001560739789,unknown,1310
MGYP000948750958,unknown,1311
MGYP000944723138,unknown,1312
MGYP000819158106,unknown,200
MGYP002797334960,unknown,1313
MGYP000880545059,unknown,1314
MGYP001061413352,unknown,1314
MGYP000798393186,unknown,1315
MGYP005954356349,unknown,1316
MGYP001065571490,unknown,1317
MGYP000933972077,unknown,1318
MGYP001575594458,unknown,1319
MGYP001033508324,unknown,1320
MGYP003369024212,unknown,1321
MGYP003138545451,unknown,62
MGYP000836988914,unknown,62
MGYP000113958037,unknown,62
MGYP003705746593,unknown,62
MGYP002648568111,unknown,62
MGYP005745308943,unknown,62
MGYP003550208326,unknown,1322
MGYP000359212534,unknown,1323
MGYP002344948958,unknown,224
MGYP001030461088,unknown,224
MGYP000991529579,unknown,1324
MGYP003452850425,unknown,279
MGYP001485084164,unknown,1325
MGYP003393002565,unknown,1326
MGYP001494658539,unknown,1327
MGYP000603123394,unknown,1327
MGYP001809531685,unknown,1327
MGYP003311534575,unknown,1328
MGYP006293930527,unknown,1329
MGYP001047543983,unknown,1329
MGYP006358548277,unknown,1329
MGYP005743586379,unknown,1329
MGYP003389361776,unknown,1330
MGYP000406066606,unknown,1331
MGYP001091174441,unknown,1332
MGYP003601992324,unknown,1333
MGYP005894671531,unknown,397
MGYP001468385669,unknown,1334
MGYP003429794367,unknown,1335
MGYP000524014776,unknown,1335
MGYP001368631666,unknown,1336
MGYP000774986518,unknown,1337
MGYP000359302962,unknown,1338
MGYP002630497653,unknown,1339
MGYP003525165810,unknown,1340
MGYP000768281529,unknown,1340
MGYP003195078287,unknown,1340
MGYP001425945518,unknown,1340
MGYP003241218238,unknown,1340
MGYP005609870085,unknown,1341
MGYP003259165471,unknown,1341
MGYP001450257986,unknown,1340
MGYP003146084254,unknown,1340
MGYP002573055870,unknown,1342
MGYP001941820839,unknown,1343
MGYP001098318047,unknown,1344
MGYP000577123420,unknown,1344
MGYP001191328704,unknown,1345
MGYP001412101043,unknown,1346
MGYP005988786649,unknown,1347
MGYP002750874484,unknown,1348
MGYP003313781980,unknown,1349
MGYP000991171516,unknown,1350
MGYP000974986503,unknown,1350
MGYP001589943520,unknown,1351
MGYP000418197646,unknown,1352
MGYP001206308349,unknown,1353
MGYP000903287078,unknown,1354
MGYP000781337787,unknown,1355
MGYP000448847071,unknown,1355
MGYP000433792600,unknown,1355
MGYP000017791245,unknown,1355
MGYP000411407434,unknown,1355
MGYP000788350533,unknown,1355
MGYP000926805025,unknown,1356
MGYP002578609213,unknown,1356
MGYP001207936418,unknown,1356
MGYP003371461754,unknown,1356
MGYP004674034113,unknown,1356
MGYP002655559199,unknown,1356
MGYP001084042738,unknown,1357
MGYP001757777493,unknown,1358
MGYP000990005423,unknown,677
MGYP006088942177,unknown,677
MGYP004525888521,unknown,1359
MGYP000622747164,unknown,1359
MGYP000586929672,unknown,1360
MGYP001006759172,unknown,492
MGYP000145274938,unknown,492
MGYP000749009802,unknown,492
MGYP002597373997,unknown,492
MGYP001479140883,unknown,1361
MGYP003243089770,unknown,1362
MGYP002648653851,unknown,1131
MGYP001120199233,unknown,1363
MGYP003687365253,unknown,1364
MGYP002574580356,unknown,1365
MGYP001522289959,unknown,1366
MGYP000340761861,unknown,1367
MGYP001403540884,unknown,1368
MGYP003296357925,unknown,1368
MGYP000148244979,unknown,1369
MGYP002733376336,unknown,1370
MGYP003515145950,unknown,1371
MGYP005621821541,unknown,1372
MGYP004631458111,unknown,13
MGYP000060618409,unknown,1373
MGYP000092908422,unknown,701
MGYP003419510467,unknown,1374
MGYP003115963088,unknown,1375
MGYP003702066501,unknown,1375
MGYP005993054755,unknown,1376
MGYP003142031775,unknown,1376
MGYP003110170998,unknown,1377
MGYP005987421999,unknown,1377
MGYP002698069488,unknown,1377
MGYP004661847323,unknown,1378
MGYP004453898019,unknown,1378
MGYP002758505466,unknown,302
MGYP000846853321,unknown,1379
MGYP001049788131,unknown,1380
MGYP003243421467,unknown,1381
MGYP003197269493,unknown,17
MGYP001605726915,unknown,1382
MGYP000787576384,unknown,1382
MGYP000815855349,unknown,1382
MGYP001052294710,unknown,1382
MGYP001450215926,unknown,1383
MGYP006141244419,unknown,1384
MGYP000020564479,unknown,1385
MGYP001404221674,unknown,950
MGYP000351646774,unknown,950
MGYP002562504624,unknown,950
MGYP004472116895,unknown,950
MGYP001128946626,unknown,950
MGYP000218101619,unknown,1386
MGYP002788442536,unknown,1387
MGYP003456097269,unknown,1388
MGYP005984234069,unknown,77
MGYP003668521890,unknown,77
MGYP001096193082,unknown,933
MGYP000656014887,unknown,435
MGYP000796525555,unknown,10
MGYP003106019125,unknown,10
MGYP002509686429,unknown,10
MGYP001100299149,unknown,10
MGYP004523884673,unknown,10
MGYP001347967264,unknown,10
MGYP000380264322,unknown,10
MGYP004476988093,unknown,10
MGYP003601708531,unknown,10
MGYP001280133236,unknown,10
MGYP000302427506,unknown,10
MGYP003705858679,unknown,10
MGYP006251066105,unknown,10
MGYP006235789903,unknown,10
MGYP000596996295,unknown,10
MGYP006105016747,unknown,10
MGYP000322491864,unknown,10
MGYP001480396831,unknown,10
MGYP000951159177,unknown,10
MGYP002682026694,unknown,10
MGYP003303187386,unknown,10
MGYP001129027409,unknown,10
MGYP006206924531,unknown,10
MGYP000793321218,unknown,10
MGYP000484242510,unknown,10
MGYP002762422121,unknown,10
MGYP003329806922,unknown,423
MGYP000788507839,unknown,423
MGYP004537594837,unknown,423
MGYP000787126960,unknown,423
MGYP000133232548,unknown,1389
MGYP001734660330,unknown,1390
MGYP003407374043,unknown,1391
MGYP003571432689,unknown,1392
MGYP000912586967,unknown,1392
MGYP001106179792,unknown,1393
MGYP003564405335,unknown,1392
MGYP001530791406,unknown,1392
MGYP000960842815,unknown,421
MGYP003665780974,unknown,1394
MGYP000835063878,unknown,1395
MGYP001048887504,unknown,1396
MGYP001639408382,unknown,423
MGYP000819892427,unknown,423
MGYP000913687356,unknown,1397
MGYP006313138859,unknown,1398
MGYP001319302295,unknown,1399
MGYP003565780811,unknown,1399
MGYP001258084150,unknown,1400
MGYP001624945472,unknown,1401
MGYP003484288071,unknown,1402
MGYP002614431883,unknown,701
MGYP001822519623,unknown,1403
MGYP001081441800,unknown,1404
MGYP000616738743,unknown,62
MGYP005782129821,unknown,62
MGYP005630638913,unknown,62
MGYP003416318963,unknown,1405
MGYP004448253791,unknown,1406
MGYP005856962937,unknown,1407
MGYP000279057816,unknown,1407
MGYP001090775028,unknown,1407
MGYP001025844236,unknown,1407
MGYP000835494944,unknown,1408
MGYP001274437030,unknown,1409
MGYP003816152667,unknown,1410
MGYP001554317960,unknown,1411
MGYP001602963011,unknown,1412
MGYP001180747958,unknown,748
MGYP000968410760,unknown,1413
MGYP006253826283,unknown,1413
MGYP001492893904,unknown,1413
MGYP001082415487,unknown,1414
MGYP003172235765,unknown,1415
MGYP000892552533,unknown,1416
MGYP000341180248,unknown,1417
MGYP001426482024,unknown,1418
MGYP000348610443,unknown,1419
MGYP004466423461,unknown,1419
MGYP002117257005,unknown,1419
MGYP003466419011,unknown,1420
MGYP003503643053,unknown,1419
MGYP006142189255,unknown,1421
MGYP001819440403,unknown,180
MGYP001568766212,unknown,1422
MGYP005615188309,unknown,94
MGYP003176986549,unknown,94
MGYP004540917083,unknown,94
MGYP006120883719,unknown,1423
MGYP004552178523,unknown,1424
MGYP000987231612,unknown,1424
MGYP001738471023,unknown,1425
MGYP001633276273,unknown,439
MGYP004566067935,unknown,439
MGYP001025741585,unknown,439
MGYP003427947283,unknown,439
MGYP001201175795,unknown,439
MGYP001319194056,unknown,439
MGYP001540636468,unknown,439
MGYP003519439400,unknown,439
MGYP000277082694,unknown,1426
MGYP004491569229,unknown,333
MGYP000621795556,unknown,1427
MGYP003454535341,unknown,1428
MGYP000150304799,unknown,1429
MGYP002744620374,unknown,1429
MGYP003596861957,unknown,1430
MGYP000314597050,unknown,1430
MGYP004613896601,unknown,1430
MGYP003098615616,unknown,1430
MGYP000481204406,unknown,1430
MGYP001264878260,unknown,1430
MGYP000031141050,unknown,1431
MGYP003162049269,unknown,1432
MGYP000169651421,unknown,1433
MGYP001249334633,unknown,1434
MGYP001653492782,unknown,1435
MGYP003319831267,unknown,1436
MGYP003492434218,unknown,1437
MGYP000959046240,unknown,1438
MGYP003645993113,unknown,1439
MGYP001194963086,unknown,459
MGYP001956999005,unknown,459
MGYP001540568384,unknown,1430
MGYP001469118178,unknown,1430
MGYP002472372465,unknown,1430
MGYP001510586574,unknown,1430
MGYP003531355793,unknown,1440
MGYP005867313635,unknown,1441
MGYP001518167960,unknown,1442
MGYP000001234716,unknown,1443
MGYP006311286469,unknown,304
MGYP000263981975,unknown,304
MGYP001088863167,unknown,1444
MGYP000669839703,unknown,1445
MGYP003611999507,unknown,1446
MGYP002555797718,unknown,1446
MGYP001039521841,unknown,1446
MGYP002316743070,unknown,1447
MGYP000250110488,unknown,1447
MGYP002519825551,unknown,1448
MGYP006425597003,unknown,1449
MGYP003592926504,unknown,1450
MGYP000775266980,unknown,94
MGYP000434163548,unknown,1451
MGYP002580307632,unknown,1451
MGYP000193514881,unknown,599
MGYP004654870385,unknown,854
MGYP000038838088,unknown,854
MGYP003368205443,unknown,854
MGYP002627159086,unknown,854
MGYP003109573768,unknown,435
MGYP005765694895,unknown,105
MGYP005840043345,unknown,1452
MGYP001578221808,unknown,1453
MGYP002633051820,unknown,1454
MGYP001155315197,unknown,1455
MGYP005730626051,unknown,1456
MGYP006141419235,unknown,1457
MGYP002517673199,unknown,937
MGYP005681213765,unknown,1458
MGYP001196010002,unknown,1459
MGYP003247902184,unknown,1460
MGYP005938155281,unknown,421
MGYP000982907811,unknown,423
MGYP002560355493,unknown,423
MGYP001101203052,unknown,423
MGYP001466321098,unknown,423
MGYP002179797021,unknown,79
MGYP002674228910,unknown,79
MGYP002618658895,unknown,79
MGYP001376430422,unknown,79
MGYP004571425159,unknown,79
MGYP001778850415,unknown,79
MGYP001173813101,unknown,79
MGYP000670461966,unknown,423
MGYP000979216855,unknown,1461
MGYP003620591792,unknown,1462
MGYP001320399101,unknown,1462
MGYP000822161164,unknown,1462
MGYP002663148770,unknown,1463
MGYP003669002542,unknown,1464
MGYP001509481517,unknown,1465
MGYP000199778623,unknown,1465
MGYP001117084271,unknown,1466
MGYP006252809231,unknown,1467
MGYP002779002667,unknown,1468
MGYP001127097383,unknown,1469
MGYP003984223995,unknown,1470
MGYP000914755042,unknown,1471
MGYP000516712966,unknown,1472
MGYP005739698605,unknown,820
MGYP001073242756,unknown,1473
MGYP001371579045,unknown,79
MGYP000826476480,unknown,79
MGYP004523630497,unknown,82
MGYP002572016614,unknown,82
MGYP003146549923,unknown,1474
MGYP003099869890,unknown,1475
MGYP004597609889,unknown,1476
MGYP000114032454,unknown,135
MGYP005656661255,unknown,1477
MGYP001382666178,unknown,397
MGYP003195860402,unknown,1478
MGYP000093275954,unknown,1479
MGYP000349683902,unknown,1480
MGYP000092203996,unknown,1481
MGYP006271999683,unknown,1482
MGYP003297200145,unknown,1483
MGYP001984216881,unknown,1484
MGYP001408698813,unknown,1484
MGYP000191101272,unknown,1484
MGYP000639498402,unknown,1485
MGYP001239945843,unknown,1486
MGYP001152953167,unknown,1196
MGYP000727425033,unknown,1196
MGYP006423832049,unknown,1196
MGYP000859627391,unknown,1196
MGYP003512395260,unknown,1196
MGYP001766176634,unknown,1196
MGYP001463157295,unknown,1487
MGYP000436065612,unknown,1488
MGYP001419063888,unknown,354
MGYP003293693305,unknown,1489
MGYP000946609967,unknown,1490
MGYP003480930340,unknown,1491
MGYP000587959884,unknown,1492
MGYP005747155607,unknown,1493
MGYP003289194339,unknown,1494
MGYP000787585426,unknown,1495
MGYP001158408812,unknown,1496
MGYP001586327527,unknown,1497
MGYP000979112180,unknown,1498
MGYP004443244313,unknown,95
MGYP001277294790,unknown,1499
MGYP000411885167,unknown,246
MGYP002596084419,unknown,246
MGYP003288708258,unknown,246
MGYP002230348848,unknown,246
MGYP002298052746,unknown,246
MGYP002770660688,unknown,246
MGYP003056818173,unknown,246
MGYP004570455549,unknown,1500
MGYP002658373504,unknown,246
MGYP000874539173,unknown,246
MGYP002511623323,unknown,246
MGYP000790890586,unknown,246
MGYP000752547017,unknown,246
MGYP002611822732,unknown,245
MGYP004720212575,unknown,245
MGYP001016106376,unknown,245
MGYP000225858587,unknown,1501
MGYP006339039801,unknown,1501
MGYP002764707242,unknown,1502
MGYP003845552079,unknown,1503
MGYP000802629567,unknown,1504
MGYP001172987579,unknown,1504
MGYP001328026959,unknown,1504
MGYP003419151902,unknown,1504
MGYP003505732002,unknown,1504
MGYP000094007252,unknown,1504
MGYP003574201834,unknown,1504
MGYP002344263135,unknown,1504
MGYP000373951443,unknown,1505
MGYP000495477914,root:Host-associated:Human:Digestive system:Large intestine:Fecal,1506
MGYP001180936304,unknown,1507
MGYP005780327535,unknown,1508
MGYP000240487312,unknown,1509
MGYP002230226283,unknown,1510
MGYP000636587783,unknown,1511
MGYP000381931889,unknown,175
MGYP000790318078,unknown,1512
MGYP001032136582,unknown,1513
MGYP000862152061,unknown,1514
MGYP002332274002,unknown,1515
MGYP000921923439,unknown,1516
MGYP001345248317,unknown,1517
MGYP000852435882,unknown,1517
MGYP002554692264,unknown,1517
MGYP006379067849,unknown,1518
MGYP002849795990,unknown,1519
MGYP003561140544,unknown,1520
MGYP000698696553,unknown,1521
MGYP003092805622,unknown,1522
MGYP004504192095,unknown,1522
MGYP004564915777,unknown,1522
MGYP003473885861,unknown,1523
MGYP000666234717,unknown,1523
MGYP000655215828,unknown,1524
MGYP001087646811,unknown,1524
MGYP000944220517,unknown,343
MGYP006080223573,unknown,343
MGYP000254599326,unknown,1525
MGYP005660592135,unknown,1526
MGYP006186132841,unknown,1527
MGYP000113589528,unknown,1528
MGYP003089641211,unknown,1529
MGYP001131375482,unknown,1530
MGYP002780715872,unknown,1530
MGYP000360623790,unknown,934
MGYP001776382464,unknown,934
MGYP006178361291,unknown,1531
MGYP003339415917,unknown,62
MGYP000815103488,unknown,1532
MGYP000235482707,unknown,1533
MGYP000709336443,unknown,1533
MGYP001006926199,unknown,1534
MGYP004514143069,unknown,1535
MGYP000256527281,unknown,1536
MGYP002561803207,unknown,1536
MGYP004725093699,unknown,1536
MGYP005727191255,unknown,1537
MGYP003677809453,unknown,1538
MGYP003189039496,unknown,255
MGYP006379339927,unknown,255
MGYP001778406318,unknown,255
MGYP002543929689,unknown,255
MGYP005961759939,unknown,255
MGYP002552746564,unknown,822
MGYP002678330434,unknown,822
MGYP002648928978,unknown,1539
MGYP004592551343,unknown,1539
MGYP002791515080,unknown,1540
MGYP000478590180,unknown,1539
MGYP001111423009,unknown,644
MGYP003287196971,unknown,644
MGYP005949673483,unknown,644
MGYP003327888623,unknown,1541
MGYP003322377042,unknown,1542
MGYP003368824495,unknown,1543
MGYP005934633535,unknown,1544
MGYP002530622699,unknown,1545
MGYP000015518294,unknown,1546
MGYP002653730636,unknown,1547
MGYP001066119594,unknown,1548
MGYP005891520121,unknown,1549
MGYP005838517315,unknown,245
MGYP003170694309,unknown,1550
MGYP003253434007,unknown,1551
MGYP000833733883,unknown,245
MGYP001087628112,unknown,245
MGYP006143181743,unknown,1552
MGYP000810147740,unknown,1553
MGYP001214108955,unknown,1554
MGYP001420110090,unknown,1554
MGYP003311634907,unknown,1554
MGYP003388576088,unknown,1554
MGYP000133556751,unknown,1555
MGYP001533181165,unknown,1555
MGYP004451967021,unknown,1556
MGYP000945514651,unknown,82
MGYP000678768359,unknown,82
MGYP002985179274,unknown,82
MGYP000263240080,unknown,82
MGYP000945298188,unknown,82
MGYP001224532435,unknown,1557
MGYP005698588385,unknown,1557
MGYP003387575971,unknown,1557
MGYP000926283738,unknown,1557
MGYP000093040556,unknown,1557
MGYP001208872388,unknown,1558
MGYP001471308912,unknown,1558
MGYP001234694817,unknown,1558
MGYP001350118681,unknown,1559
MGYP004542685323,unknown,1560
MGYP003191902713,unknown,1561
MGYP000642040398,unknown,1562
MGYP002637621821,unknown,1563
MGYP001164994215,unknown,1564
MGYP000955846138,unknown,176
